customer_id,churn_probability,risk_level,control_churn_probability,treatment_churn_probability,uplift,persuadability_segment,customer_value_eur,customer_value_segment,recommended_offer,recommended_offer_cost,recommended_expected_value,recommended_roi,recommendation_reason
C05552,0.03563,Low,0.0134,0.00945,0.00395,PERSUADABLE,1468.7,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05553,0.27061,Low,0.00997,0.1015,-0.09152,NEGATIVE RESPONSE,824.79,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05554,0.01073,Low,0.01703,0.03664,-0.01961,NEGATIVE RESPONSE,1882.35,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05555,0.95524,Critical,0.02637,0.08009,-0.05371,NEGATIVE RESPONSE,693.3,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05556,0.00257,Low,0.00622,0.00657,-0.00035,LOW RESPONSE,1296.78,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05557,0.22884,Low,0.01577,0.11217,-0.09639,NEGATIVE RESPONSE,983.18,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05558,0.0017,Low,0.00621,0.00732,-0.00111,NEGATIVE RESPONSE,1624.62,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05559,0.00316,Low,0.00869,0.0119,-0.0032,NEGATIVE RESPONSE,1479.54,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05560,0.04814,Low,0.01348,0.01212,0.00136,PERSUADABLE,1323.98,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05561,0.05278,Low,0.01122,0.03599,-0.02476,NEGATIVE RESPONSE,1612.18,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05562,0.08152,Low,0.02295,0.01892,0.00402,PERSUADABLE,1559.36,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05563,0.02031,Low,0.01281,0.01089,0.00193,LOW RESPONSE,1301.68,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05564,0.01031,Low,0.00941,0.00952,-0.00011,LOW RESPONSE,1341.34,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05565,0.02542,Low,0.02663,0.06057,-0.03394,NEGATIVE RESPONSE,2061.13,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05566,0.05156,Low,0.04372,0.02075,0.02297,HIGHLY PERSUADABLE,1921.61,Very High Value,Small Discount,20.0,44.14,2.21,Positive uplift with solid net expected value
C05567,0.00331,Low,0.00888,0.01073,-0.00185,NEGATIVE RESPONSE,2001.35,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05568,0.00296,Low,0.00638,0.0072,-0.00082,LOW RESPONSE,1364.54,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05569,0.95857,Critical,0.01974,0.30313,-0.28339,NEGATIVE RESPONSE,707.15,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05570,0.19906,Low,0.00744,0.0478,-0.04036,NEGATIVE RESPONSE,1334.61,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05571,0.05831,Low,0.00878,0.03596,-0.02718,NEGATIVE RESPONSE,1491.65,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05572,0.18202,Low,0.05225,0.12891,-0.07666,NEGATIVE RESPONSE,1394.76,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05573,0.00578,Low,0.00722,0.00697,0.00025,LOW RESPONSE,1588.36,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05574,0.00476,Low,0.00584,0.00799,-0.00214,NEGATIVE RESPONSE,1426.38,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05575,0.0465,Low,0.01135,0.01512,-0.00377,NEGATIVE RESPONSE,1487.26,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05576,0.31625,Medium,0.01823,0.10995,-0.09172,NEGATIVE RESPONSE,1033.78,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05577,0.01285,Low,0.01313,0.01362,-0.00049,LOW RESPONSE,1351.11,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05578,0.00812,Low,0.01198,0.00703,0.00495,LOW RESPONSE,1600.87,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05579,0.01535,Low,0.0085,0.01648,-0.00798,NEGATIVE RESPONSE,1034.4,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05580,0.14614,Low,0.00859,0.04852,-0.03992,NEGATIVE RESPONSE,1478.69,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05581,0.0039,Low,0.00541,0.00878,-0.00338,NEGATIVE RESPONSE,1270.11,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05582,0.09145,Low,0.01417,0.02038,-0.00622,NEGATIVE RESPONSE,1213.62,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05583,0.06004,Low,0.0083,0.09681,-0.08851,NEGATIVE RESPONSE,1176.8,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05584,0.08745,Low,0.00713,0.04185,-0.03471,NEGATIVE RESPONSE,1784.5,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05585,0.07313,Low,0.00627,0.07418,-0.06791,NEGATIVE RESPONSE,832.6,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05586,0.13514,Low,0.00716,0.07917,-0.07201,NEGATIVE RESPONSE,831.95,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05587,0.01287,Low,0.01314,0.04375,-0.03061,NEGATIVE RESPONSE,2004.82,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05588,0.09227,Low,0.00822,0.08981,-0.08158,NEGATIVE RESPONSE,833.24,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05589,0.00929,Low,0.01834,0.01524,0.00311,LOW RESPONSE,1006.78,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05590,0.17405,Low,0.01397,0.12638,-0.11241,NEGATIVE RESPONSE,1740.44,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05591,0.12915,Low,0.00993,0.05884,-0.04891,NEGATIVE RESPONSE,1564.32,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05592,0.05766,Low,0.00664,0.03334,-0.0267,NEGATIVE RESPONSE,1239.32,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05593,0.0063,Low,0.01015,0.01087,-0.00072,LOW RESPONSE,1302.26,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05594,0.13755,Low,0.01086,0.05162,-0.04076,NEGATIVE RESPONSE,1675.66,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05595,0.01082,Low,0.007,0.00949,-0.00248,NEGATIVE RESPONSE,1549.76,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05596,0.01399,Low,0.0105,0.00862,0.00188,LOW RESPONSE,1251.2,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05597,0.94201,Critical,0.02447,0.06192,-0.03745,NEGATIVE RESPONSE,744.64,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05598,0.00811,Low,0.01326,0.00999,0.00327,LOW RESPONSE,1654.88,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05599,0.02172,Low,0.01963,0.01474,0.00489,LOW RESPONSE,1143.49,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05600,0.00554,Low,0.00588,0.00754,-0.00166,NEGATIVE RESPONSE,1549.7,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05601,0.01144,Low,0.00618,0.00634,-0.00016,LOW RESPONSE,1373.43,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05602,0.00537,Low,0.01287,0.00956,0.00331,LOW RESPONSE,1523.53,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05603,0.00274,Low,0.00585,0.00648,-0.00063,LOW RESPONSE,1833.22,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05604,0.01232,Low,0.00538,0.02306,-0.01768,NEGATIVE RESPONSE,1428.55,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05605,0.00676,Low,0.00485,0.00789,-0.00304,NEGATIVE RESPONSE,1441.67,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05606,0.03675,Low,0.00518,0.00674,-0.00156,NEGATIVE RESPONSE,1640.36,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05607,0.00364,Low,0.00689,0.00975,-0.00286,NEGATIVE RESPONSE,1566.78,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05608,0.00983,Low,0.01122,0.01583,-0.00462,NEGATIVE RESPONSE,1116.19,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05609,0.01592,Low,0.00545,0.0091,-0.00365,NEGATIVE RESPONSE,864.68,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05610,0.01744,Low,0.01172,0.02577,-0.01404,NEGATIVE RESPONSE,2062.44,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05611,0.00587,Low,0.03475,0.01868,0.01607,HIGHLY PERSUADABLE,1554.42,High Value,Priority Support,15.0,24.98,1.67,Moderate uplift with low offer cost
C05612,0.05336,Low,0.00922,0.04235,-0.03312,NEGATIVE RESPONSE,1908.77,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05613,0.008,Low,0.00913,0.00616,0.00297,LOW RESPONSE,1649.84,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05614,0.14727,Low,0.00469,0.04365,-0.03896,NEGATIVE RESPONSE,1230.51,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05615,0.00566,Low,0.0125,0.00748,0.00502,LOW RESPONSE,927.82,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05616,0.01036,Low,0.0155,0.02292,-0.00742,NEGATIVE RESPONSE,1550.19,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05617,0.91908,Critical,0.0057,0.07945,-0.07375,NEGATIVE RESPONSE,697.94,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05618,0.01658,Low,0.00679,0.01172,-0.00493,NEGATIVE RESPONSE,1584.77,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05619,0.01289,Low,0.0093,0.01162,-0.00232,NEGATIVE RESPONSE,1059.29,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05620,0.03147,Low,0.00874,0.00833,0.00041,LOW RESPONSE,1937.72,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05621,0.9641,Critical,0.04345,0.1342,-0.09075,NEGATIVE RESPONSE,475.33,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05622,0.0079,Low,0.018,0.02185,-0.00385,NEGATIVE RESPONSE,1501.42,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05623,0.02144,Low,0.00949,0.00752,0.00197,LOW RESPONSE,1284.7,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05624,0.02205,Low,0.01523,0.08255,-0.06732,NEGATIVE RESPONSE,1464.0,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05625,0.01758,Low,0.01555,0.02037,-0.00482,NEGATIVE RESPONSE,1118.27,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05626,0.01396,Low,0.0057,0.00961,-0.00391,NEGATIVE RESPONSE,1008.13,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05627,0.04296,Low,0.0108,0.08515,-0.07436,NEGATIVE RESPONSE,1000.25,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05628,0.08,Low,0.00601,0.03644,-0.03042,NEGATIVE RESPONSE,1682.07,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05629,0.08265,Low,0.00687,0.04981,-0.04294,NEGATIVE RESPONSE,1238.82,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05630,0.04061,Low,0.01169,0.00907,0.00261,PERSUADABLE,1846.39,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05631,0.00304,Low,0.0049,0.01318,-0.00828,NEGATIVE RESPONSE,1407.15,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05632,0.27045,Low,0.01593,0.04157,-0.02564,NEGATIVE RESPONSE,924.32,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05633,0.16811,Low,0.00886,0.07311,-0.06425,NEGATIVE RESPONSE,1106.86,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05634,0.00927,Low,0.00706,0.01134,-0.00428,NEGATIVE RESPONSE,1897.92,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05635,0.00566,Low,0.03253,0.01901,0.01352,LOW RESPONSE,2089.38,Very High Value,Priority Support,15.0,28.25,1.88,Moderate uplift with low offer cost
C05636,0.01653,Low,0.00793,0.01429,-0.00636,NEGATIVE RESPONSE,1427.99,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05637,0.00197,Low,0.02638,0.00927,0.01711,LOW RESPONSE,1597.87,High Value,Priority Support,15.0,27.34,1.82,Moderate uplift with low offer cost
C05638,0.00606,Low,0.00544,0.00908,-0.00364,NEGATIVE RESPONSE,1035.33,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05639,0.03582,Low,0.00861,0.01714,-0.00852,NEGATIVE RESPONSE,798.26,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05640,0.00199,Low,0.00703,0.00705,-2e-05,LOW RESPONSE,1230.47,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05641,0.00677,Low,0.01331,0.02406,-0.01074,NEGATIVE RESPONSE,1950.71,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05642,0.04887,Low,0.00665,0.06568,-0.05903,NEGATIVE RESPONSE,1011.15,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05643,0.0127,Low,0.00722,0.01106,-0.00383,NEGATIVE RESPONSE,982.11,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05644,0.01208,Low,0.00909,0.01539,-0.0063,NEGATIVE RESPONSE,1306.58,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05645,0.00572,Low,0.00754,0.00857,-0.00103,NEGATIVE RESPONSE,1137.19,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05646,0.00693,Low,0.00999,0.00959,0.0004,LOW RESPONSE,1457.57,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05647,0.02112,Low,0.01842,0.02312,-0.0047,NEGATIVE RESPONSE,2065.28,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05648,0.01379,Low,0.00681,0.00668,0.00013,LOW RESPONSE,1182.02,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05649,0.16348,Low,0.01142,0.10988,-0.09846,NEGATIVE RESPONSE,1391.49,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05650,0.01698,Low,0.00604,0.00957,-0.00353,NEGATIVE RESPONSE,931.99,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05651,0.02606,Low,0.00798,0.00996,-0.00199,NEGATIVE RESPONSE,1743.05,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05652,0.43471,Medium,0.00724,0.09458,-0.08734,NEGATIVE RESPONSE,901.54,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05653,0.02552,Low,0.0168,0.00796,0.00884,LOW RESPONSE,989.52,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05654,0.00435,Low,0.00518,0.01042,-0.00524,NEGATIVE RESPONSE,1514.05,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05655,0.00549,Low,0.00806,0.01058,-0.00252,NEGATIVE RESPONSE,1883.35,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05656,0.04624,Low,0.00769,0.00935,-0.00166,NEGATIVE RESPONSE,1697.32,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05657,0.01695,Low,0.02084,0.0235,-0.00266,NEGATIVE RESPONSE,1833.76,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05658,0.30057,Medium,0.00611,0.11839,-0.11228,NEGATIVE RESPONSE,926.72,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05659,0.01656,Low,0.0212,0.05626,-0.03506,NEGATIVE RESPONSE,2074.89,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05660,0.01695,Low,0.00626,0.00997,-0.00371,NEGATIVE RESPONSE,1726.56,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05661,0.01288,Low,0.00745,0.0075,-5e-05,LOW RESPONSE,1437.59,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05662,0.12315,Low,0.00537,0.07071,-0.06534,NEGATIVE RESPONSE,794.49,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05663,0.12187,Low,0.00954,0.0816,-0.07206,NEGATIVE RESPONSE,1083.1,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05664,0.01908,Low,0.02111,0.0141,0.00701,LOW RESPONSE,1138.59,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05665,0.00817,Low,0.00924,0.0204,-0.01117,NEGATIVE RESPONSE,1584.58,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05666,0.00321,Low,0.0107,0.00711,0.00359,LOW RESPONSE,1262.14,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05667,0.02542,Low,0.00728,0.01768,-0.0104,NEGATIVE RESPONSE,855.05,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05668,0.00451,Low,0.00497,0.00761,-0.00264,NEGATIVE RESPONSE,945.03,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05669,0.01422,Low,0.00862,0.01017,-0.00154,NEGATIVE RESPONSE,1467.41,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05670,0.06413,Low,0.00558,0.07508,-0.0695,NEGATIVE RESPONSE,1311.7,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05671,0.01514,Low,0.01488,0.00892,0.00595,LOW RESPONSE,1160.77,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05672,0.47925,Medium,0.01294,0.17239,-0.15945,NEGATIVE RESPONSE,1052.51,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05673,0.03711,Low,0.01243,0.01127,0.00116,PERSUADABLE,1085.94,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
